speaker,word,C1,V,C2,F2C1,F2V,F2C2,dur b-m,duration,rate,,,
BC,dab,d,a,b,1364.0625,1096.875,1012.5,0.069316,0.143253,fast,,,
BC,dab,d,a,b,1279.6875,1096.875,1012.5,0.08549,0.153651,fast,,,
BC,dad,d,a,d,1420.3125,1068.75,1265.625,0.086645,0.173291,fast,,,
BC,dad,d,a,d,1096.875,1279.6875,1251.5625,0.075093,0.160583,fast,,,
BC,dad,d,a,d,1335.9375,1082.8125,1237.5,0.078559,0.155962,fast,,,
BC,dad,d,a,d,1392.1875,1096.875,1251.5625,0.088956,0.177912,fast,,,
BC,dad,d,a,d,1335.9375,1096.875,1265.625,0.073937,0.158272,fast,,,
BC,dad,d,a,d,1307.8125,1096.875,1181.25,0.083179,0.175601,fast,,,
BC,dag,d,a,g,1350,1012.5,1181.25,0.095887,0.194085,fast,,,
BC,dag,d,a,g,1307.8125,1040.625,1167.1875,0.084334,0.161737,fast,,,
BC,dag,d,a,g,1364.0625,1026.5625,1181.25,0.075093,0.154806,fast,,,
BC,dag,d,a,g,1434.375,1026.5625,1195.3125,0.072782,0.151341,fast,,,
BC,dag,d,a,g,1279.6875,1026.5625,1181.25,0.08549,0.165204,fast,,,
BC,dag,d,a,g,1265.625,1012.5,1195.3125,0.084335,0.17098,fast,,,
BC,deb,d,e,b,1434.375,1364.0625,1223.4375,0.053143,0.108596,fast,,,
BC,deb,d,e,b,1420.3125,1350,1096.875,0.057764,0.110906,fast,,,
BC,deb,d,e,b,1518.75,1350,1096.875,0.053143,0.102819,fast,,,
BC,deb,d,e,b,1448.4375,1321.875,1181.25,0.047366,0.099353,fast,,,
BC,deb,d,e,b,1434.375,1335.9375,1167.1875,0.048521,0.098198,fast,,,
BC,deb,d,e,b,1420.3125,1335.9375,1125,0.057763,0.103974,fast,,,
BC,ded,d,e,d,1448.4375,1448.4375,1364.0625,0.058919,0.121304,fast,,,
BC,ded,d,e,d,1546.875,1462.5,1420.3125,0.075093,0.140943,fast,,,
BC,ded,d,e,d,1603.125,1462.5,1350,0.079289,0.157707,fast,,,
BC,ded,d,e,d,1448.4375,1378.125,1293.75,0.055453,0.113217,fast,,,
BC,ded,d,e,d,1434.375,1434.375,1350,0.06123,0.117838,fast,,,
BC,ded,d,e,d,1448.4375,1448.4375,1335.9375,0.06354,0.118993,fast,,,
BC,deg,d,e,g,1490.625,1448.4375,1701.5625,0.055453,0.123614,fast,,,
BC,deg,d,e,g,1546.875,1532.8125,1701.5625,0.056608,0.12708,fast,,,
BC,deg,d,e,g,1532.8125,1448.4375,1617.1875,0.060074,0.125924,fast,,,
BC,deg,d,e,g,1504.6875,1462.5,1589.0625,0.072782,0.142098,fast,,,
BC,deg,d,e,g,1518.75,1392.1875,1659.375,0.072782,0.144409,fast,,,
BC,deg,d,e,g,1392.1875,1448.4375,1757.8125,0.064695,0.128235,fast,,,
BC,dib,d,i,b,1785.9375,1898.4375,1490.625,0.053143,0.10744,fast,,,
BC,dib,d,i,b,1785.9375,1982.8125,1546.875,0.062384,0.116682,fast,,,
BC,dib,d,i,b,1842.1875,2039.0625,1518.75,0.073938,0.138633,fast,,,
BC,dib,d,i,b,1715.625,1898.4375,1321.875,0.056608,0.10513,fast,,,
BC,dib,d,i,b,1785.9375,1954.6875,1701.5625,0.057763,0.121303,fast,,,
BC,dib,d,i,b,1785.9375,1954.6875,1265.625,0.067005,0.124769,fast,,,
BC,did,d,i,d,1757.8125,1982.8125,1757.8125,0.053143,0.114372,fast,,,
BC,did,d,i,d,1785.9375,2010.9375,1814.0625,0.054298,0.110906,fast,,,
BC,did,d,i,d,1771.875,2025,1743.75,0.06585,0.128235,fast,,,
BC,did,d,i,d,1687.5,1982.8125,1701.5625,0.068161,0.129391,fast,,,
BC,did,d,i,d,1771.875,1982.8125,1842.1875,0.060074,0.125925,fast,,,
BC,did,d,i,d,1828.125,2025,1870.3125,0.064695,0.128235,fast,,,
BC,dig,d,i,g,1701.5625,1884.375,2039.0625,0.051988,0.109751,fast,,,
BC,dig,d,i,g,1771.875,1954.6875,2123.4375,0.050832,0.110906,fast,,,
BC,dig,d,i,g,1659.375,1884.375,2058.552632,0.046211,0.097043,fast,,,
BC,dig,d,i,g,1715.625,1898.4375,2039.0625,0.06585,0.137477,fast,,,
BC,dig,d,i,g,1771.875,1968.75,2067.1875,0.072782,0.142098,fast,,,
BC,dig,d,i,g,1729.6875,1954.6875,2010.9375,0.065851,0.131701,fast,,,
BC,dub,d,u,b,1589.0625,1307.8125,1110.9375,0.067005,0.137477,fast,,,
BC,dub,d,u,b,1687.5,1265.625,1195.3125,0.054298,0.113217,fast,,,
BC,dub,d,u,b,1575,1448.4375,1026.5625,0.058918,0.114371,fast,,,
BC,dub,d,u,b,1589.0625,1631.25,1167.1875,0.054297,0.101663,fast,,,
BC,dub,d,u,b,1518.75,1448.4375,1091.447368,0.061229,0.12939,fast,,,
BC,dub,d,u,b,1603.125,1448.4375,1181.25,0.056609,0.110906,fast,,,
BC,dud,d,u,d,1645.3125,1335.9375,1448.4375,0.087801,0.147875,fast,,,
BC,dud,d,u,d,1617.1875,1279.6875,1476.5625,0.075092,0.12939,fast,,,
BC,dud,d,u,d,1631.25,1364.0625,1462.5,0.077403,0.12939,fast,,,
BC,dud,d,u,d,1631.25,1462.5,1504.6875,0.072782,0.136322,fast,,,
BC,dud,d,u,d,1617.1875,1279.6875,1448.4375,0.080869,0.132856,fast,,,
BC,dud,d,u,d,1532.8125,1307.8125,1462.5,0.095901,0.142099,fast,,,
BC,dug,d,u,g,1631.25,1448.4375,1181.25,0.057764,0.132856,fast,,,
BC,dug,d,u,g,1518.75,1364.0625,1167.1875,0.061229,0.124769,fast,,,
BC,dug,d,u,g,1617.1875,1265.625,1068.75,0.069317,0.136322,fast,,,
BC,dug,d,u,g,1659.375,1406.25,1265.625,0.064695,0.120148,fast,,,
BC,dug,d,u,g,1631.25,1307.8125,1181.25,0.062384,0.12939,fast,,,
BC,dug,d,u,g,1743.75,1364.0625,1237.5,0.058919,0.121303,fast,,,
BC,gab,g,a,b,1603.125,1068.75,1026.5625,0.08549,0.165204,fast,,,
BC,gab,g,a,b,1560.9375,1068.75,1096.875,0.08549,0.162893,fast,,,
BC,gab,g,a,b,1617.1875,1096.875,998.4375,0.073938,0.139788,fast,,,
BC,gab,g,a,b,1771.875,1125,1068.75,0.079714,0.154806,fast,,,
BC,gab,g,a,b,1743.75,1110.9375,1026.5625,0.079713,0.143253,fast,,,
BC,gab,g,a,b,1448.4375,1082.8125,1082.8125,0.083179,0.147875,fast,,,
BC,gad,g,a,d,1715.625,1096.875,1251.5625,0.079714,0.161738,fast,,,
BC,gad,g,a,d,1546.875,1139.0625,1209.375,0.082024,0.161738,fast,,,
BC,gad,g,a,d,1757.813,1096.875,1350,0.083175,0.170005,fast,,,
BC,gad,g,a,d,1785.9375,1110.9375,1279.6875,0.102819,0.191775,fast,,,
BC,gad,g,a,d,1673.4375,1082.8125,1251.5625,0.083179,0.167514,fast,,,
BC,gad,g,a,d,1645.3125,1110.9375,1195.3125,0.086645,0.162893,fast,,,
BC,gag,g,a,g,1603.125,1012.5,1237.5,0.086645,0.174446,fast,,,
BC,gag,g,a,g,1659.375,1110.9375,1251.5625,0.08318,0.159427,fast,,,
BC,gag,g,a,g,1617.1875,1082.8125,1181.25,0.091266,0.177911,fast,,,
BC,gag,g,a,g,1589.0625,1082.8125,1251.5625,0.079714,0.16867,fast,,,
BC,gag,g,a,g,1617.188,1054.688,1195.313,0.088969,0.185882,fast,,,
BC,gag,g,a,g,1659.375,1125,1350,0.080869,0.161738,fast,,,
BC,geb,g,e,b,1771.875,1462.5,1181.25,0.051987,0.10744,fast,,,
BC,geb,g,e,b,1809.868421,1490.625,1209.375,0.054298,0.110906,fast,,,
BC,geb,g,e,b,1729.6875,1448.4375,1110.9375,0.054298,0.106285,fast,,,
BC,geb,g,e,b,1884.375,1476.5625,1167.1875,0.065851,0.123614,fast,,,
BC,geb,g,e,b,1814.0625,1420.3125,1167.1875,0.055453,0.110906,fast,,,
BC,geb,g,e,b,1687.5,1378.125,1181.25,0.056608,0.101664,fast,,,
BC,ged,g,e,d,1856.25,1546.875,1420.3125,0.058919,0.110906,fast,,,
BC,ged,g,e,d,1884.375,1490.625,1434.375,0.057764,0.10744,fast,,,
BC,ged,g,e,d,1898.4375,1575,1307.8125,0.058919,0.122459,fast,,,
BC,ged,g,e,d,1954.6875,1518.75,1448.4375,0.061229,0.120148,fast,,,
BC,ged,g,e,d,1800,1490.625,1448.4375,0.057763,0.110905,fast,,,
BC,ged,g,e,d,1828.125,1532.8125,1364.0625,0.064696,0.120148,fast,,,
BC,geg,g,e,g,1809.868421,1589.0625,1757.8125,0.071627,0.144409,fast,,,
BC,geg,g,e,g,1800,1532.8125,1785.9375,0.051987,0.10975,fast,,,
BC,geg,g,e,g,1870.3125,1532.8125,1687.5,0.062384,0.127079,fast,,,
BC,geg,g,e,g,1785.9375,1546.875,1842.1875,0.067005,0.12939,fast,,,
BC,geg,g,e,g,1856.25,1448.4375,1771.875,0.061229,0.128235,fast,,,
BC,geg,g,e,g,1800,1504.6875,1715.625,0.055453,0.118993,fast,,,
BC,gib,g,i,b,1912.5,1954.6875,1392.1875,0.053142,0.113216,fast,,,
BC,gib,g,i,b,2039.0625,1968.75,1645.3125,0.062384,0.113216,fast,,,
BC,gib,g,i,b,1926.5625,1968.75,1406.25,0.046211,0.095887,fast,,,
BC,gib,g,i,b,1982.8125,2053.125,1335.9375,0.061229,0.116682,fast,,,
BC,gib,g,i,b,1968.75,1954.6875,1771.875,0.049676,0.102819,fast,,,
BC,gib,g,i,b,1926.5625,1898.4375,1560.9375,0.051987,0.108595,fast,,,
BC,gid,g,i,d,1996.875,2025,1842.1875,0.064695,0.128235,fast,,,
BC,gid,g,i,d,1940.625,1982.8125,1870.3125,0.063539,0.115527,fast,,,
BC,gid,g,i,d,1968.75,2039.0625,1785.9375,0.062385,0.117838,fast,,,
BC,gid,g,i,d,1982.8125,1968.75,2123.4375,0.06585,0.128235,fast,,,
BC,gid,g,i,d,1961.842105,2010.9375,1912.5,0.072782,0.144409,fast,,,
BC,gid,g,i,d,2025,1996.875,1870.3125,0.064695,0.123614,fast,,,
BC,gig,g,i,g,1954.6875,1968.75,2067.1875,0.054298,0.109751,fast,,,
BC,gig,g,i,g,1940.625,1954.6875,2123.4375,0.055453,0.10744,fast,,,
BC,gig,g,i,g,1954.6875,1954.6875,2081.25,0.047366,0.106285,fast,,,
BC,gig,g,i,g,2039.0625,2025,2123.4375,0.057763,0.12939,fast,,,
BC,gig,g,i,g,1996.875,1982.8125,2058.552632,0.060074,0.12939,fast,,,
BC,gig,g,i,g,1996.875,1982.8125,2113.815789,0.058918,0.121303,fast,,,
BC,gub,g,u,b,1757.8125,1265.625,942.1875,0.068161,0.140943,fast,,,
BC,gub,g,u,b,1532.8125,1181.25,1068.75,0.061229,0.114372,fast,,,
BC,gub,g,u,b,1589.0625,1364.0625,1139.0625,0.054298,0.10744,fast,,,
BC,gub,g,u,b,1715.625,1335.9375,942.1875,0.067006,0.12708,fast,,,
BC,gub,g,u,b,1448.4375,1265.625,1054.6875,0.048522,0.109751,fast,,,
BC,gub,g,u,b,1462.5,1209.375,984.375,0.050832,0.112061,fast,,,
BC,gud,g,u,d,1603.125,1265.625,1364.0625,0.057764,0.113217,fast,,,
BC,gud,g,u,d,1589.0625,1265.625,1335.9375,0.051988,0.097043,fast,,,
BC,gud,g,u,d,1603.125,1321.875,1350,0.049677,0.092422,fast,,,
BC,gud,g,u,d,1364.0625,1167.1875,1378.125,0.058919,0.116682,fast,,,
BC,gud,g,u,d,1546.875,1279.6875,1335.9375,0.057764,0.108595,fast,,,
BC,gud,g,u,d,1448.4375,1265.625,1434.375,0.050832,0.101664,fast,,,
BC,gug,g,u,g,1701.5625,1350,1167.1875,0.050832,0.108595,fast,,,
BC,gug,g,u,g,1251.5625,1082.8125,1012.5,0.054297,0.114371,fast,,,
BC,gug,g,u,g,1350,1279.6875,1110.9375,0.04621,0.100508,fast,,,
BC,gug,g,u,g,1251.5625,1096.875,1082.8125,0.048521,0.116682,fast,,,
BC,gug,g,u,g,1434.375,1153.125,1223.4375,0.073938,0.134012,fast,,,
BC,gug,g,u,g,1378.125,1195.3125,1237.5,0.062385,0.125924,fast,,,
CC,bab,b,a,b,1323.308271,1360.969388,1433.58396,0.082024,0.17329,fast,,,
CC,bab,b,a,b,1337.092732,1360.969388,1346.938776,0.090111,0.177912,fast,,,
CC,bab,b,a,b,1389.030612,1332.908163,1378.446115,0.091266,0.187154,fast,,,
CC,bab,b,a,b,1262.755102,1346.938776,1406.015038,0.070472,0.152496,fast,,,
CC,bab,b,a,b,1350.877193,1346.938776,1406.015038,0.084335,0.181377,fast,,,
CC,bab,b,a,b,1337.092732,1431.122449,1350.877193,0.075092,0.157116,fast,,,
CC,bad,b,a,d,1337.092732,1431.122449,1764.411028,0.078559,0.16867,fast,,,
CC,bad,b,a,d,1262.755102,1346.938776,1683.673469,0.084334,0.181377,fast,,,
CC,bad,b,a,d,1262.755102,1360.969388,1791.97995,0.08318,0.179067,fast,,,
CC,bad,b,a,d,1309.52381,1375,1778.195489,0.070472,0.165204,fast,,,
CC,bad,b,a,d,1281.954887,1389.030612,1805.764411,0.078559,0.169825,fast,,,
CC,bad,b,a,d,1318.877551,1445.153061,1795.918367,0.083179,0.166359,fast,,,
CC,bag,b,a,g,1178.571429,1262.755102,1433.58396,0.082024,0.167514,fast,,,
CC,bag,b,a,g,1262.755102,1346.938776,1502.506266,0.082024,0.169825,fast,,,
CC,bag,b,a,g,1281.954887,1346.938776,1516.290727,0.075092,0.162893,fast,,,
CC,bag,b,a,g,1290.816327,1360.969388,1626.566416,0.077403,0.152496,fast,,,
CC,bag,b,a,g,1290.816327,1403.061224,1557.397959,0.071627,0.152496,fast,,,
CC,bag,b,a,g,1268.170426,1290.816327,1516.290727,0.080869,0.17098,fast,,,
CC,beb,b,e,b,1809.94898,1936.22449,1598.997494,0.056608,0.116682,fast,,,
CC,beb,b,e,b,1866.071429,2034.438776,1612.781955,0.0439,0.097043,fast,,,
CC,beb,b,e,b,1778.195489,1950.255102,1557.397959,0.053143,0.109751,fast,,,
CC,beb,b,e,b,1950.255102,1908.163265,1612.781955,0.053142,0.103974,fast,,,
CC,beb,b,e,b,1964.285714,1908.163265,1681.704261,0.057764,0.117838,fast,,,
CC,beb,b,e,b,1860.902256,1823.979592,1612.781955,0.045056,0.095888,fast,,,
CC,bed,b,e,d,1902.255639,2048.469388,1998.746867,0.057763,0.132856,fast,,,
CC,bed,b,e,d,1894.132653,2118.622449,2174.744898,0.061229,0.131701,fast,,,
CC,bed,b,e,d,1823.979592,1992.346939,1943.609023,0.061229,0.123614,fast,,,
CC,bed,b,e,d,1874.686717,1922.193878,1791.97995,0.050832,0.115527,fast,,,
CC,bed,b,e,d,1902.255639,2062.5,1957.393484,0.050832,0.10744,fast,,,
CC,bed,b,e,d,1894.132653,2034.438776,1936.22449,0.060074,0.137477,fast,,,
CC,beg,b,e,g,1866.071429,2329.081633,2508.77193,0.071047,0.149603,fast,,,
CC,beg,b,e,g,1950.255102,2230.867347,2481.203008,0.056609,0.120148,fast,,,
CC,beg,b,e,g,1880.102041,2216.836735,2536.340852,0.054297,0.112061,fast,,,
CC,beg,b,e,g,1929.824561,2160.714286,2522.556391,0.049677,0.10513,fast,,,
CC,beg,b,e,g,1908.163265,2230.867347,2605.263158,0.055453,0.110905,fast,,,
CC,beg,b,e,g,1866.071429,2118.622449,2481.203008,0.061229,0.128235,fast,,,
CC,bib,b,i,b,2553.571429,2848.214286,1922.193878,0.06354,0.138633,fast,,,
CC,bib,b,i,b,2288.220551,2904.336735,2469.387755,0.060074,0.125924,fast,,,
CC,bib,b,i,b,2707.908163,2974.489796,1809.94898,0.070471,0.135166,fast,,,
CC,bib,b,i,b,2455.36,2890.306122,1978.316327,0.049676,0.101664,fast,,,
CC,bib,b,i,b,2371.173469,2848.214286,1852.040816,0.050832,0.110906,fast,,,
CC,bib,b,i,b,2707.908163,2820.153061,1791.97995,0.048521,0.105129,fast,,,
CC,bid,b,i,d,2770.676692,2904.336735,2550.125313,0.080868,0.143253,fast,,,
CC,bid,b,i,d,2806.122449,2890.306122,2553.571429,0.078558,0.160582,fast,,,
CC,bid,b,i,d,2553.571429,2890.306122,2230.867347,0.071626,0.142098,fast,,,
CC,bid,b,i,d,2665.816327,2890.306122,2591.478697,0.055453,0.123614,fast,,,
CC,bid,b,i,d,2646.616541,2904.336735,2426.065163,0.046211,0.093577,fast,,,
CC,bid,b,i,d,2455.357143,2806.122449,2481.203008,0.056608,0.116682,fast,,,
CC,big,b,i,g,2862.244898,2974.489796,2974.489796,0.065851,0.129391,fast,,,
CC,big,b,i,g,2890.306122,2946.428571,2798.245614,0.057764,0.115527,fast,,,
CC,big,b,i,g,2707.908163,2890.306122,2862.244898,0.067006,0.135167,fast,,,
CC,big,b,i,g,,,,,,fast,,,
CC,big,b,i,g,3060.150376,2890.306122,2974.489796,0.077403,0.137477,fast,,,
CC,big,b,i,g,2286.989796,2862.244898,2904.336735,0.078558,0.150185,fast,,,
CC,bub,b,u,b,1262.755102,1262.755102,1094.387755,0.070471,0.143253,fast,,,
CC,bub,b,u,b,1557.64411,1445.153061,1262.755102,0.057763,0.10975,fast,,,
CC,bub,b,u,b,1364.661654,1220.663265,1150.510204,0.054298,0.112062,fast,,,
CC,bub,b,u,b,1375,1346.938776,1262.755102,0.051987,0.101663,fast,,,
CC,bub,b,u,b,1360.969388,1332.908163,1102.756892,0.055453,0.115527,fast,,,
CC,bub,b,u,b,1447.368421,1459.183673,1262.755102,0.062384,0.121303,fast,,,
CC,bud,b,u,d,1431.122449,1445.153061,1866.071429,0.08318,0.158272,fast,,,
CC,bud,b,u,d,1276.785714,1248.72449,1709.273183,0.071627,0.14672,fast,,,
CC,bud,b,u,d,1461.152882,1346.938776,1767.857143,0.067006,0.136322,fast,,,
CC,bud,b,u,d,1445.153061,1417.091837,1697.704082,0.080869,0.139787,fast,,,
CC,bud,b,u,d,1445.153061,1346.938776,1750.626566,0.055453,0.112061,fast,,,
CC,bud,b,u,d,1364.661654,1290.816327,1697.704082,0.064695,0.12939,fast,,,
CC,bug,b,u,g,1459.183673,1529.336735,1262.755102,0.055453,0.115527,fast,,,
CC,bug,b,u,g,1445.153061,1445.153061,1254.385965,0.054297,0.118992,fast,,,
CC,bug,b,u,g,1515.306122,1487.244898,1262.755102,0.055453,0.10744,fast,,,
CC,bug,b,u,g,1206.632653,1262.755102,1262.755102,0.0439,0.0878,fast,,,
CC,bug,b,u,g,1350.877193,1529.336735,1364.661654,0.068161,0.128235,fast,,,
CC,bug,b,u,g,1346.938776,1360.969388,1276.785714,0.055453,0.114371,fast,,,
CC,dab,d,a,b,1711.734694,1375,1350.877193,0.0878,0.177911,fast,,,
CC,dab,d,a,b,1767.857143,1346.938776,1350.877193,0.092421,0.17329,fast,,,
CC,dab,d,a,b,1778.195489,1417.091837,1419.799499,0.08549,0.172135,fast,,,
CC,dab,d,a,b,1781.887755,1431.122449,1419.799499,0.08549,0.169824,fast,,,
CC,dab,d,a,b,1736.842105,1431.122449,1433.58396,0.080869,0.161738,fast,,,
CC,dab,d,a,b,1866.071429,1445.153061,1419.799499,0.087801,0.173291,fast,,,
CC,dad,d,a,d,1781.887755,1431.122449,1791.97995,0.103974,0.216035,fast,,,
CC,dad,d,a,d,1781.887755,1445.153061,1791.97995,0.099354,0.197551,fast,,,
CC,dad,d,a,d,1778.195489,1445.153061,1736.842105,0.086645,0.179067,fast,,,
CC,dad,d,a,d,1736.842105,1417.091837,1654.135338,0.092421,0.183688,fast,,,
CC,dad,d,a,d,1833.333333,1445.153061,1736.842105,0.079714,0.166359,fast,,,
CC,dad,d,a,d,1809.94898,1473.214286,1795.918367,0.088956,0.179067,fast,,,
CC,dag,d,a,g,1695.488722,1262.755102,1502.506266,0.098197,0.19524,fast,,,
CC,dag,d,a,g,1764.411028,1332.908163,1598.997494,0.100508,0.199861,fast,,,
CC,dag,d,a,g,1709.273183,1375,1626.566416,0.080869,0.162893,fast,,,
CC,dag,d,a,g,1695.488722,1431.122449,1695.488722,0.095888,0.176757,fast,,,
CC,dag,d,a,g,1695.488722,1431.122449,1695.488722,0.080869,0.165203,fast,,,
CC,dag,d,a,g,1778.195489,1346.938776,1530.075188,0.094732,0.183688,fast,,,
CC,deb,d,e,b,2177.944862,2020.408163,1640.350877,0.060074,0.122459,fast,,,
CC,deb,d,e,b,2230.867347,2048.469388,1598.997494,0.06354,0.130545,fast,,,
CC,deb,d,e,b,2219.298246,2006.377551,1669.642857,0.054297,0.110906,fast,,,
CC,deb,d,e,b,2174.744898,1922.193878,1627.55102,0.057764,0.112062,fast,,,
CC,deb,d,e,b,2136.591479,1950.255102,1598.997494,0.051987,0.112061,fast,,,
CC,deb,d,e,b,2053.884712,1964.285714,1667.919799,0.047366,0.100508,fast,,,
CC,ded,d,e,d,2150.37594,2104.591837,1998.746867,0.070471,0.137477,fast,,,
CC,ded,d,e,d,2202.806122,2118.622449,2053.884712,0.06354,0.124769,fast,,,
CC,ded,d,e,d,2258.928571,2202.806122,2048.469388,0.060074,0.122458,fast,,,
CC,ded,d,e,d,2076.530612,2048.469388,2026.315789,0.053143,0.106285,fast,,,
CC,ded,d,e,d,2109.022556,2006.377551,2026.315789,0.058919,0.122459,fast,,,
CC,ded,d,e,d,2136.591479,2034.438776,1929.824561,0.062384,0.123614,fast,,,
CC,deg,d,e,g,2118.622449,2216.836735,2453.634085,0.062384,0.124769,fast,,,
CC,deg,d,e,g,2274.43609,2286.989796,2481.203008,0.06354,0.123614,fast,,,
CC,deg,d,e,g,2219.298246,2286.989796,2439.849624,0.055453,0.121303,fast,,,
CC,deg,d,e,g,2109.022556,2188.77551,2315.789474,0.050832,0.100509,fast,,,
CC,deg,d,e,g,2174.744898,2118.622449,2412.280702,0.051987,0.116682,fast,,,
CC,deg,d,e,g,2048.469388,2034.438776,2426.065163,0.053143,0.108596,fast,,,
CC,dib,d,i,b,2798.245614,2974.489796,2076.530612,0.055453,0.114371,fast,,,
CC,dib,d,i,b,2707.908163,2946.428571,2399.234694,0.062384,0.120148,fast,,,
CC,dib,d,i,b,2729.323308,2946.428571,2511.479592,0.056608,0.110906,fast,,,
CC,dib,d,i,b,2076.530612,2834.183673,2455.357143,0.056609,0.103975,fast,,,
CC,dib,d,i,b,2665.816327,2820.153061,1852.040816,0.056609,0.114372,fast,,,
CC,dib,d,i,b,2665.816327,2834.183673,1964.285714,0.051987,0.100509,fast,,,
CC,did,d,i,d,2385.204082,2890.306122,2481.203008,0.075093,0.14903,fast,,,
CC,did,d,i,d,2701.754386,2876.27551,2605.263158,0.054298,0.101664,fast,,,
CC,did,d,i,d,2798.245614,2974.489796,2764.030612,0.069316,0.122459,fast,,,
CC,did,d,i,d,2439.849624,2862.244898,2577.694236,0.062385,0.118993,fast,,,
CC,did,d,i,d,2511.479592,2932.397959,2508.77193,0.051987,0.110906,fast,,,
CC,did,d,i,d,2729.323308,2890.306122,2591.478697,0.058919,0.113216,fast,,,
CC,dig,d,i,g,2707.908163,2904.336735,2890.306122,0.069316,0.143253,fast,,,
CC,dig,d,i,g,2820.153061,3016.581633,2963.659148,0.062384,0.121303,fast,,,
CC,dig,d,i,g,2778.061224,2988.520408,2963.659148,0.056609,0.10744,fast,,,
CC,dig,d,i,g,2918.367347,2820.153061,2798.245614,0.051987,0.103974,fast,,,
CC,dig,d,i,g,2632.83208,2848.214286,2904.336735,0.057763,0.12708,fast,,,
CC,dig,d,i,g,2820.153061,2904.336735,2991.22807,0.069316,0.1317,fast,,,
CC,dub,d,u,b,2315.05102,1795.918367,1262.755102,0.064695,0.136322,fast,,,
CC,dub,d,u,b,2301.020408,1964.285714,1417.091837,0.054297,0.113216,fast,,,
CC,dub,d,u,b,2301.020408,1852.040816,1417.091837,0.062384,0.117837,fast,,,
CC,dub,d,u,b,2188.77551,2034.438776,1557.397959,0.046211,0.097042,fast,,,
CC,dub,d,u,b,2272.959184,2034.438776,1350.877193,0.047366,0.099353,fast,,,
CC,dub,d,u,b,2272.959184,1809.94898,1332.908163,0.051987,0.10744,fast,,,
CC,dud,d,u,d,2302.005013,1697.704082,1860.902256,0.109751,0.154806,fast,,,
CC,dud,d,u,d,2302.005013,1852.040816,1874.686717,0.069316,0.123614,fast,,,
CC,dud,d,u,d,2202.806122,1964.285714,1992.346939,0.065851,0.12477,fast,,,
CC,dud,d,u,d,2216.836735,1852.040816,1998.746867,0.055453,0.103975,fast,,,
CC,dud,d,u,d,2288.220551,1613.520408,1767.857143,0.075092,0.115527,fast,,,
CC,dud,d,u,d,2315.789474,2048.469388,2136.591479,0.047366,0.091266,fast,,,
CC,dug,d,u,g,2230.867347,1795.918367,1417.091837,0.062384,0.118992,fast,,,
CC,dug,d,u,g,2188.77551,2132.653061,1753.826531,0.06585,0.127079,fast,,,
CC,dug,d,u,g,2343.112245,2202.806122,1711.734694,0.054298,0.109751,fast,,,
CC,dug,d,u,g,2230.867347,1739.795918,1392.230576,0.045055,0.080869,fast,,,
CC,dug,d,u,g,2219.298246,1964.285714,1695.488722,0.092421,0.183687,fast,,,
CC,dug,d,u,g,2272.959184,1908.163265,1847.117794,0.076248,0.14903,fast,,,
CC,gab,g,a,b,1681.704261,1487.244898,1360.969388,0.08318,0.161738,fast,,,
CC,gab,g,a,b,1681.704261,1346.938776,1350.877193,0.084334,0.17329,fast,,,
CC,gab,g,a,b,1655.612245,1417.091837,1431.122449,0.090112,0.189465,fast,,,
CC,gab,g,a,b,1697.704082,1459.183673,1364.661654,0.076248,0.152496,fast,,,
CC,gab,g,a,b,1626.566416,1459.183673,1364.661654,0.075092,0.149029,fast,,,
CC,gab,g,a,b,1764.411028,1571.428571,1530.075188,0.073937,0.146719,fast,,,
CC,gad,g,a,d,1681.704261,1529.336735,1902.255639,0.093577,0.184843,fast,,,
CC,gad,g,a,d,1612.781955,1431.122449,1791.97995,0.08318,0.180222,fast,,,
CC,gad,g,a,d,1709.273183,1473.214286,1819.548872,0.082024,0.17329,fast,,,
CC,gad,g,a,d,1681.704261,1515.306122,1778.195489,0.073938,0.160583,fast,,,
CC,gad,g,a,d,1626.566416,1501.27551,1838.010204,0.079713,0.168669,fast,,,
CC,gad,g,a,d,1739.795918,1473.214286,1809.94898,0.088956,0.185998,fast,,,
CC,gag,g,a,g,1626.566416,1360.969388,1557.64411,0.083179,0.17329,fast,,,
CC,gag,g,a,g,1612.781955,1445.153061,1501.27551,0.082024,0.159427,fast,,,
CC,gag,g,a,g,1681.704261,1389.030612,1516.290727,0.082025,0.162893,fast,,,
CC,gag,g,a,g,1667.919799,1487.244898,1585.213033,0.080869,0.152496,fast,,,
CC,gag,g,a,g,1669.642857,1487.244898,1709.273183,0.08318,0.155962,fast,,,
CC,gag,g,a,g,1667.919799,1459.183673,1626.566416,0.078558,0.161737,fast,,,
CC,geb,g,e,b,2687.969925,1992.346939,1364.661654,0.061229,0.125924,fast,,,
CC,geb,g,e,b,2646.616541,2062.5,1557.64411,0.069317,0.123614,fast,,,
CC,geb,g,e,b,2651.785714,2076.530612,1406.015038,0.067005,0.130545,fast,,,
CC,geb,g,e,b,2637.755102,2020.408163,1697.704082,0.047366,0.090111,fast,,,
CC,geb,g,e,b,2707.908163,2090.561224,1764.411028,0.060074,0.113216,fast,,,
CC,geb,g,e,b,2619.047619,1950.255102,1488.721805,0.055453,0.108595,fast,,,
CC,ged,g,e,d,2455.357143,2076.530612,2053.884712,0.056608,0.110906,fast,,,
